"Total calls:","3759"
"Total drops:","0"
"Desired drop rate:","3.00 %"
"Total blocking/drop rate:","0.00"
"Desired sale rate:","0.00 %"
"Actual sale rate:","26.07"
"Average call duration:","59.55 seconds"
"Erlangs:","0.0935"
"Estimated agents fielding calls:","N/A"
"Recommended agent count:","1"

"CALLING HOUR","CALLS","SALES","TOTAL TIME","AVG TIME","DROPPED HRS","BLOCKING","ERLANGS","REC AGENTS","EST AGENTS","CALLS/AGNT","REV/CALL","REV/AGENT","TOTAL REV","TOTAL COST","MARGIN"
"2026-01-15 01pm","12","2","0:09:47","0:00:49","0:00:00","0.0000","0.1633","1","1","12.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-15 02pm","7","1","0:06:29","0:00:56","0:00:00","0.0000","0.1089","1","1","7.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-15 03pm","1","1","0:02:22","0:02:22","0:00:00","0.0000","0.0394","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-15 04pm","1","1","0:01:10","0:01:10","0:00:00","0.0000","0.0194","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-15 05pm","5","0","0:01:27","0:00:17","0:00:00","0.0000","0.0236","1","1","5.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-15 06pm","15","6","0:16:34","0:01:06","0:00:00","0.0000","0.2750","1","1","15.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-15 07pm","15","10","0:21:47","0:01:27","0:00:00","0.0000","0.3625","1","1","15.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-15 08pm","10","3","0:09:32","0:00:57","0:00:00","0.0000","0.1583","1","1","10.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-15 09pm","13","2","0:10:14","0:00:47","0:00:00","0.0000","0.1697","1","1","13.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-15 10pm","3","1","0:01:43","0:00:34","0:00:00","0.0000","0.0283","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-16 12pm","6","1","0:03:30","0:00:35","0:00:00","0.0000","0.0583","1","1","6.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-16 01pm","4","2","0:09:19","0:02:20","0:00:00","0.0000","0.1556","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-16 02pm","2","1","0:03:06","0:01:33","0:00:00","0.0000","0.0517","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-16 03pm","1","0","0:00:00","0:00:00","0:00:00","0.0000","0.0000","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-16 04pm","2","0","0:01:12","0:00:36","0:00:00","0.0000","0.0200","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-16 06pm","2","2","0:02:30","0:01:15","0:00:00","0.0000","0.0417","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-16 07pm","11","2","0:05:03","0:00:28","0:00:00","0.0000","0.0856","1","1","11.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-16 08pm","8","6","0:13:44","0:01:43","0:00:00","0.0000","0.2289","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-16 09pm","2","0","0:00:40","0:00:20","0:00:00","0.0000","0.0111","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-16 10pm","4","1","0:05:08","0:01:17","0:00:00","0.0000","0.0856","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-17 12pm","3","2","0:03:43","0:01:14","0:00:00","0.0000","0.0617","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-17 01pm","6","2","0:04:48","0:00:48","0:00:00","0.0000","0.0800","1","1","6.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-17 03pm","11","1","0:07:36","0:00:41","0:00:00","0.0000","0.1253","1","1","11.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-17 04pm","1","1","0:02:22","0:02:22","0:00:00","0.0000","0.0394","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-17 05pm","3","0","0:01:44","0:00:35","0:00:00","0.0000","0.0292","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-17 06pm","7","0","0:01:59","0:00:17","0:00:00","0.0000","0.0331","1","1","7.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-17 07pm","1","1","0:04:27","0:04:27","0:00:00","0.0000","0.0742","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-17 08pm","17","3","0:14:34","0:00:51","0:00:00","0.0000","0.2408","1","1","17.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-17 09pm","8","2","0:10:09","0:01:16","0:00:00","0.0000","0.1689","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-17 10pm","4","1","0:04:17","0:01:04","0:00:00","0.0000","0.0711","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 08am","1","1","0:00:40","0:00:40","0:00:00","0.0000","0.0111","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 10am","1","0","0:00:28","0:00:28","0:00:00","0.0000","0.0078","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 11am","2","0","0:01:37","0:00:49","0:00:00","0.0000","0.0272","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 12pm","2","0","0:01:26","0:00:43","0:00:00","0.0000","0.0239","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 01pm","3","0","0:01:39","0:00:33","0:00:00","0.0000","0.0275","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 02pm","9","1","0:07:21","0:00:49","0:00:00","0.0000","0.1225","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 03pm","1","1","0:00:58","0:00:58","0:00:00","0.0000","0.0161","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 04pm","1","0","0:00:29","0:00:29","0:00:00","0.0000","0.0081","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 05pm","1","0","0:01:13","0:01:13","0:00:00","0.0000","0.0203","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 06pm","16","0","0:09:37","0:00:36","0:00:00","0.0000","0.1600","1","1","16.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 07pm","13","3","0:13:05","0:01:00","0:00:00","0.0000","0.2167","1","1","13.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 08pm","8","4","0:08:27","0:01:03","0:00:00","0.0000","0.1400","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 09pm","5","3","0:05:33","0:01:07","0:00:00","0.0000","0.0931","1","1","5.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-18 10pm","3","1","0:03:18","0:01:06","0:00:00","0.0000","0.0550","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-19 08am","4","1","0:04:02","0:01:01","0:00:00","0.0000","0.0678","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-19 09am","1","0","0:00:47","0:00:47","0:00:00","0.0000","0.0131","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-19 11am","4","2","0:02:19","0:00:35","0:00:00","0.0000","0.0389","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-19 03pm","1","0","0:02:32","0:02:32","0:00:00","0.0000","0.0422","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-19 06pm","1","0","0:00:29","0:00:29","0:00:00","0.0000","0.0081","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-19 07pm","1","0","0:01:43","0:01:43","0:00:00","0.0000","0.0286","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-19 08pm","11","0","0:08:02","0:00:44","0:00:00","0.0000","0.1344","1","1","11.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-19 09pm","1","0","0:00:14","0:00:14","0:00:00","0.0000","0.0039","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 10am","1","0","0:00:36","0:00:36","0:00:00","0.0000","0.0100","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 11am","2","2","0:04:19","0:02:10","0:00:00","0.0000","0.0722","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 12pm","8","0","0:04:49","0:00:36","0:00:00","0.0000","0.0800","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 01pm","9","2","0:06:35","0:00:44","0:00:00","0.0000","0.1100","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 02pm","1","0","0:00:47","0:00:47","0:00:00","0.0000","0.0131","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 03pm","1","0","0:00:38","0:00:38","0:00:00","0.0000","0.0106","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 05pm","1","1","0:02:06","0:02:06","0:00:00","0.0000","0.0350","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 06pm","5","1","0:04:41","0:00:56","0:00:00","0.0000","0.0778","1","1","5.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 07pm","10","6","0:13:58","0:01:24","0:00:00","0.0000","0.2333","1","1","10.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 08pm","26","12","0:39:13","0:01:31","0:00:00","0.0000","0.6572","1","1","26.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 09pm","12","7","0:21:12","0:01:46","0:00:00","0.0000","0.3533","1","1","12.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-20 10pm","1","0","0:00:30","0:00:30","0:00:00","0.0000","0.0083","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 08am","1","1","0:02:14","0:02:14","0:00:00","0.0000","0.0372","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 11am","3","1","0:02:26","0:00:49","0:00:00","0.0000","0.0408","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 12pm","5","0","0:01:29","0:00:18","0:00:00","0.0000","0.0250","1","1","5.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 01pm","1","1","0:02:37","0:02:37","0:00:00","0.0000","0.0436","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 02pm","3","1","0:02:58","0:00:59","0:00:00","0.0000","0.0492","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 03pm","3","0","0:00:57","0:00:19","0:00:00","0.0000","0.0158","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 04pm","3","0","0:02:03","0:00:41","0:00:00","0.0000","0.0342","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 05pm","12","3","0:11:35","0:00:58","0:00:00","0.0000","0.1933","1","1","12.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 06pm","8","2","0:07:39","0:00:57","0:00:00","0.0000","0.1267","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 07pm","25","9","0:26:57","0:01:05","0:00:00","0.0000","0.4514","1","1","25.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 08pm","33","7","0:29:30","0:00:54","0:00:00","0.0000","0.4950","1","1","33.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 09pm","9","3","0:07:22","0:00:49","0:00:00","0.0000","0.1225","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-21 10pm","3","1","0:03:09","0:01:03","0:00:00","0.0000","0.0525","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-22 07am","2","0","0:00:36","0:00:18","0:00:00","0.0000","0.0100","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-22 11am","8","1","0:07:27","0:00:56","0:00:00","0.0000","0.1244","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-22 12pm","8","2","0:09:19","0:01:10","0:00:00","0.0000","0.1556","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-22 03pm","1","0","0:00:37","0:00:37","0:00:00","0.0000","0.0103","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-22 04pm","4","1","0:04:36","0:01:09","0:00:00","0.0000","0.0767","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-22 06pm","7","3","0:09:51","0:01:24","0:00:00","0.0000","0.1633","1","1","7.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-22 07pm","9","2","0:07:54","0:00:53","0:00:00","0.0000","0.1325","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-22 08pm","1","1","0:02:14","0:02:14","0:00:00","0.0000","0.0372","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-22 09pm","2","1","0:04:50","0:02:25","0:00:00","0.0000","0.0806","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-22 10pm","3","0","0:03:28","0:01:09","0:00:00","0.0000","0.0575","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 07am","1","1","0:00:38","0:00:38","0:00:00","0.0000","0.0106","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 08am","1","0","0:00:17","0:00:17","0:00:00","0.0000","0.0047","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 09am","1","0","0:00:46","0:00:46","0:00:00","0.0000","0.0128","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 11am","2","0","0:00:39","0:00:20","0:00:00","0.0000","0.0111","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 12pm","1","0","0:00:31","0:00:31","0:00:00","0.0000","0.0086","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 01pm","5","0","0:03:13","0:00:39","0:00:00","0.0000","0.0542","1","1","5.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 02pm","1","0","0:01:14","0:01:14","0:00:00","0.0000","0.0206","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 04pm","10","1","0:05:35","0:00:34","0:00:00","0.0000","0.0944","1","1","10.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 05pm","3","0","0:02:44","0:00:55","0:00:00","0.0000","0.0458","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 06pm","1","0","0:01:13","0:01:13","0:00:00","0.0000","0.0203","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 07pm","4","0","0:01:46","0:00:27","0:00:00","0.0000","0.0300","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 08pm","18","6","0:17:54","0:01:00","0:00:00","0.0000","0.3000","1","1","18.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-23 09pm","4","0","0:04:12","0:01:03","0:00:00","0.0000","0.0700","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-24 09am","1","1","0:00:34","0:00:34","0:00:00","0.0000","0.0094","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-24 11am","2","1","0:01:02","0:00:31","0:00:00","0.0000","0.0172","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-24 12pm","1","1","0:02:05","0:02:05","0:00:00","0.0000","0.0347","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-24 01pm","7","3","0:09:40","0:01:23","0:00:00","0.0000","0.1614","1","1","7.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-24 03pm","14","0","0:09:43","0:00:42","0:00:00","0.0000","0.1633","1","1","14.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-24 05pm","2","0","0:00:44","0:00:22","0:00:00","0.0000","0.0122","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-24 06pm","3","1","0:01:50","0:00:37","0:00:00","0.0000","0.0308","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-24 07pm","8","2","0:05:16","0:00:40","0:00:00","0.0000","0.0889","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-24 08pm","4","2","0:03:17","0:00:49","0:00:00","0.0000","0.0544","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-24 09pm","11","1","0:05:52","0:00:32","0:00:00","0.0000","0.0978","1","1","11.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-24 10pm","4","2","0:05:31","0:01:23","0:00:00","0.0000","0.0922","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-25 09am","1","0","0:00:25","0:00:25","0:00:00","0.0000","0.0069","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-25 12pm","4","0","0:01:16","0:00:19","0:00:00","0.0000","0.0211","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-25 01pm","2","0","0:02:09","0:01:05","0:00:00","0.0000","0.0361","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-25 02pm","7","2","0:08:53","0:01:16","0:00:00","0.0000","0.1478","1","1","7.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-25 04pm","1","1","0:01:13","0:01:13","0:00:00","0.0000","0.0203","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-25 05pm","1","1","0:01:20","0:01:20","0:00:00","0.0000","0.0222","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-25 06pm","2","1","0:02:56","0:01:28","0:00:00","0.0000","0.0489","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-25 07pm","7","4","0:09:58","0:01:25","0:00:00","0.0000","0.1653","1","1","7.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-25 08pm","11","1","0:07:02","0:00:38","0:00:00","0.0000","0.1161","1","1","11.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-25 09pm","7","1","0:05:27","0:00:47","0:00:00","0.0000","0.0914","1","1","7.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-25 10pm","8","2","0:08:50","0:01:06","0:00:00","0.0000","0.1467","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 08am","1","1","0:03:28","0:03:28","0:00:00","0.0000","0.0578","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 10am","1","0","0:00:28","0:00:28","0:00:00","0.0000","0.0078","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 11am","3","0","0:01:42","0:00:34","0:00:00","0.0000","0.0283","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 12pm","4","0","0:05:09","0:01:17","0:00:00","0.0000","0.0856","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 01pm","1","0","0:00:18","0:00:18","0:00:00","0.0000","0.0050","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 03pm","2","0","0:02:27","0:01:14","0:00:00","0.0000","0.0411","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 05pm","1","1","0:01:35","0:01:35","0:00:00","0.0000","0.0264","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 06pm","11","5","0:12:16","0:01:07","0:00:00","0.0000","0.2047","1","1","11.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 07pm","17","9","0:26:23","0:01:33","0:00:00","0.0000","0.4392","1","1","17.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 08pm","10","1","0:05:49","0:00:35","0:00:00","0.0000","0.0972","1","1","10.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 09pm","4","1","0:02:19","0:00:35","0:00:00","0.0000","0.0389","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-26 10pm","1","0","0:00:13","0:00:13","0:00:00","0.0000","0.0036","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-27 11am","3","0","0:03:36","0:01:12","0:00:00","0.0000","0.0600","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-27 12pm","3","0","0:01:41","0:00:34","0:00:00","0.0000","0.0283","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-27 01pm","1","0","0:00:12","0:00:12","0:00:00","0.0000","0.0033","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-27 03pm","1","1","0:01:25","0:01:25","0:00:00","0.0000","0.0236","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-27 04pm","2","1","0:01:40","0:00:50","0:00:00","0.0000","0.0278","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-27 07pm","7","2","0:10:54","0:01:33","0:00:00","0.0000","0.1808","1","1","7.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-27 08pm","17","2","0:10:35","0:00:37","0:00:00","0.0000","0.1747","1","1","17.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-27 09pm","2","1","0:01:43","0:00:52","0:00:00","0.0000","0.0289","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-27 10pm","1","0","0:01:45","0:01:45","0:00:00","0.0000","0.0292","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-28 07am","1","0","0:00:15","0:00:15","0:00:00","0.0000","0.0042","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-28 12pm","1","0","0:00:44","0:00:44","0:00:00","0.0000","0.0122","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-28 02pm","4","1","0:07:23","0:01:51","0:00:00","0.0000","0.1233","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-28 03pm","6","0","0:05:30","0:00:55","0:00:00","0.0000","0.0917","1","1","6.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-28 04pm","1","0","0:00:59","0:00:59","0:00:00","0.0000","0.0164","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-28 06pm","2","1","0:03:33","0:01:47","0:00:00","0.0000","0.0594","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-28 07pm","5","0","0:05:10","0:01:02","0:00:00","0.0000","0.0861","1","1","5.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-28 08pm","3","0","0:00:53","0:00:18","0:00:00","0.0000","0.0150","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-28 09pm","2","0","0:01:06","0:00:33","0:00:00","0.0000","0.0183","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-29 09am","2","1","0:02:09","0:01:05","0:00:00","0.0000","0.0361","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-29 11am","1","0","0:00:54","0:00:54","0:00:00","0.0000","0.0150","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-29 01pm","5","2","0:04:35","0:00:55","0:00:00","0.0000","0.0764","1","1","5.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-29 03pm","3","0","0:00:43","0:00:14","0:00:00","0.0000","0.0117","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-29 05pm","2","0","0:00:26","0:00:13","0:00:00","0.0000","0.0072","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-29 06pm","13","3","0:09:37","0:00:44","0:00:00","0.0000","0.1589","1","1","13.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-29 07pm","8","6","0:13:20","0:01:40","0:00:00","0.0000","0.2222","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-29 08pm","9","3","0:20:20","0:02:16","0:00:00","0.0000","0.3400","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-29 09pm","6","2","0:05:05","0:00:51","0:00:00","0.0000","0.0850","1","1","6.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-29 10pm","2","1","0:01:44","0:00:52","0:00:00","0.0000","0.0289","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-30 09am","2","0","0:00:57","0:00:29","0:00:00","0.0000","0.0161","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-30 11am","3","1","0:02:18","0:00:46","0:00:00","0.0000","0.0383","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-30 12pm","1","0","0:00:32","0:00:32","0:00:00","0.0000","0.0089","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-30 01pm","1","0","0:00:31","0:00:31","0:00:00","0.0000","0.0086","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-30 03pm","1","0","0:00:21","0:00:21","0:00:00","0.0000","0.0058","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-30 04pm","2","0","0:00:44","0:00:22","0:00:00","0.0000","0.0122","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-30 06pm","3","1","0:06:43","0:02:14","0:00:00","0.0000","0.1117","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-30 07pm","4","0","0:01:46","0:00:27","0:00:00","0.0000","0.0300","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-30 08pm","6","2","0:07:39","0:01:17","0:00:00","0.0000","0.1283","1","1","6.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-30 09pm","4","0","0:02:32","0:00:38","0:00:00","0.0000","0.0422","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-30 10pm","2","1","0:03:25","0:01:43","0:00:00","0.0000","0.0572","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-31 10am","1","0","0:00:47","0:00:47","0:00:00","0.0000","0.0131","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-31 11am","4","1","0:04:14","0:01:04","0:00:00","0.0000","0.0711","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-01-31 12pm","6","2","0:05:20","0:00:53","0:00:00","0.0000","0.0883","1","1","6.00","$0.00","$0.00","$0.00","$0.00","$0.00"
