"Total calls:","173040"
"Total drops:","9668"
"Desired drop rate:","3.00 %"
"Total blocking/drop rate:","5.59"
"Desired sale rate:","0.00 %"
"Actual sale rate:","1.49"
"Average call duration:","13.99 seconds"
"Erlangs:","1.7555"
"Estimated agents fielding calls:","5"
"Recommended agent count:","1"

"CALLING HOUR","CALLS","SALES","TOTAL TIME","AVG TIME","DROPPED HRS","BLOCKING","ERLANGS","REC AGENTS","EST AGENTS","CALLS/AGNT","REV/CALL","REV/AGENT","TOTAL REV","TOTAL COST","MARGIN"
"2026-02-12 04pm","1069","18","5:24:42","0:00:18","0:05:06","0.0571","5.3450","1","9","118.78","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-12 05pm","536","5","2:02:03","0:00:14","0:03:10","0.0709","2.0844","1","5","107.20","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-12 06pm","122","7","0:30:58","0:00:15","0:02:10","0.2131","0.5083","1","2","61.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-12 07pm","190","6","0:34:17","0:00:11","0:01:40","0.1053","0.5806","1","2","95.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-12 08pm","216","7","0:33:22","0:00:09","0:01:50","0.1019","0.5400","1","2","108.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-12 09pm","109","1","0:09:16","0:00:05","0:00:35","0.0642","0.1514","1","2","54.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 08am","8","1","0:06:03","0:00:45","0:00:00","0.0000","0.1000","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 09am","670","13","3:17:32","0:00:18","0:07:47","0.1403","3.3500","1","6","111.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 10am","1025","8","4:21:09","0:00:15","0:03:47","0.0459","4.2708","1","8","128.12","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 11am","1166","16","4:27:38","0:00:14","0:04:22","0.0446","4.5344","1","9","129.56","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 12pm","651","8","2:41:31","0:00:15","0:04:50","0.0891","2.7125","1","5","130.20","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 01pm","920","13","4:02:11","0:00:16","0:03:50","0.0500","4.0889","1","8","115.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 02pm","1227","6","4:05:35","0:00:12","0:04:43","0.0391","4.0900","1","8","153.38","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 03pm","803","6","2:48:16","0:00:13","0:04:53","0.0722","2.8997","1","6","133.83","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 04pm","875","4","2:40:31","0:00:11","0:04:20","0.0594","2.6736","1","6","145.83","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 05pm","745","4","1:41:51","0:00:08","0:01:25","0.0228","1.6556","1","5","149.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 06pm","23","5","0:19:12","0:00:50","0:00:10","0.0870","0.3194","1","2","11.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 07pm","110","8","0:34:11","0:00:19","0:00:15","0.0273","0.5806","1","3","36.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 08pm","108","2","0:15:09","0:00:08","0:00:10","0.0185","0.2400","1","3","36.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-13 09pm","68","1","0:19:07","0:00:17","0:00:05","0.0147","0.3211","1","3","22.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 08am","2","1","0:02:49","0:01:25","0:00:00","0.0000","0.0472","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 10am","6","1","0:04:03","0:00:41","0:00:00","0.0000","0.0683","1","1","6.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 11am","3","1","0:02:39","0:00:53","0:00:00","0.0000","0.0442","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 12pm","3","1","0:01:34","0:00:31","0:00:00","0.0000","0.0258","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 01pm","2","2","0:02:04","0:01:02","0:00:00","0.0000","0.0344","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 02pm","3","0","0:02:06","0:00:42","0:00:00","0.0000","0.0350","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 03pm","3","3","0:04:13","0:01:24","0:00:00","0.0000","0.0700","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 04pm","2","1","0:03:53","0:01:57","0:00:00","0.0000","0.0650","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 05pm","18","7","0:24:17","0:01:21","0:00:00","0.0000","0.4050","1","1","18.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 06pm","17","7","0:21:22","0:01:15","0:00:00","0.0000","0.3542","1","1","17.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 07pm","28","10","0:35:17","0:01:16","0:00:00","0.0000","0.5911","1","1","28.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 08pm","19","10","0:29:58","0:01:35","0:00:00","0.0000","0.5014","1","1","19.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 09pm","31","7","0:39:42","0:01:17","0:00:00","0.0000","0.6631","1","1","31.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-14 10pm","15","4","0:14:30","0:00:58","0:00:00","0.0000","0.2417","1","1","15.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 10am","2","2","0:04:02","0:02:01","0:00:00","0.0000","0.0672","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 11am","3","1","0:03:21","0:01:07","0:00:00","0.0000","0.0558","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 12pm","5","3","0:05:14","0:01:03","0:00:00","0.0000","0.0875","1","1","5.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 01pm","2","0","0:01:07","0:00:34","0:00:00","0.0000","0.0189","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 02pm","2","1","0:01:46","0:00:53","0:00:00","0.0000","0.0294","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 03pm","9","7","0:20:23","0:02:16","0:00:00","0.0000","0.3400","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 04pm","4","0","0:07:45","0:01:56","0:00:00","0.0000","0.1289","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 05pm","1","1","0:03:18","0:03:18","0:00:00","0.0000","0.0550","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 06pm","9","3","0:07:32","0:00:50","0:00:00","0.0000","0.1250","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 07pm","14","5","0:10:34","0:00:45","0:00:00","0.0000","0.1750","1","1","14.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 08pm","9","2","0:09:02","0:01:00","0:00:00","0.0000","0.1500","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-15 09pm","14","4","0:10:00","0:00:43","0:00:00","0.0000","0.1672","1","1","14.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 08am","185","2","0:25:33","0:00:08","0:00:00","0.0000","0.4111","1","1","185.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 09am","692","6","2:26:10","0:00:13","0:05:16","0.0925","2.4989","1","5","138.40","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 10am","800","5","2:54:48","0:00:13","0:07:18","0.1100","2.8889","1","5","160.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 11am","884","3","2:48:29","0:00:11","0:06:47","0.0928","2.7011","1","5","176.80","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 12pm","579","2","1:31:23","0:00:09","0:07:25","0.1537","1.4475","1","3","193.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 01pm","928","10","2:54:11","0:00:11","0:06:41","0.0862","2.8356","1","6","154.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 02pm","1212","2","3:27:44","0:00:10","0:05:15","0.0528","3.3667","1","7","173.14","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 03pm","1084","2","2:38:33","0:00:09","0:04:37","0.0507","2.7100","1","6","180.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 04pm","1067","0","1:37:28","0:00:05","0:00:55","0.0103","1.4819","1","6","177.83","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 05pm","894","0","1:06:18","0:00:04","0:01:05","0.0145","0.9933","1","5","178.80","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 06pm","78","0","0:07:40","0:00:06","0:00:00","0.0000","0.1300","1","1","78.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 07pm","175","1","0:14:39","0:00:05","0:00:00","0.0000","0.2431","1","1","175.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 08pm","9","4","0:12:22","0:01:22","0:00:00","0.0000","0.2050","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-16 09pm","4","0","0:02:12","0:00:33","0:00:00","0.0000","0.0367","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 07am","1","1","0:04:17","0:04:17","0:00:00","0.0000","0.0714","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 08am","196","4","0:54:52","0:00:17","0:01:10","0.0714","0.9256","1","3","65.33","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 09am","933","6","3:39:47","0:00:14","0:01:50","0.0236","3.6283","1","8","116.62","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 10am","876","9","3:30:35","0:00:14","0:02:34","0.0365","3.4067","1","7","125.14","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 11am","1036","13","4:15:18","0:00:15","0:03:31","0.0405","4.3167","1","9","115.11","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 12pm","612","2","1:23:14","0:00:08","0:01:40","0.0327","1.3600","1","5","122.40","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 01pm","799","6","2:47:13","0:00:13","0:06:00","0.0914","2.8853","1","6","133.17","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 02pm","1302","6","2:38:47","0:00:07","0:09:19","0.0184","2.5317","1","7","186.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 03pm","1310","6","3:25:54","0:00:09","0:05:01","0.0466","3.2750","1","7","187.14","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 04pm","952","10","3:47:20","0:00:14","0:05:08","0.0630","3.7022","1","7","136.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 05pm","597","2","1:46:16","0:00:11","0:02:44","0.0553","1.8242","1","5","119.40","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 06pm","297","0","0:30:32","0:00:06","0:02:40","0.1077","0.4950","1","2","148.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 07pm","460","2","0:39:53","0:00:05","0:00:55","0.0239","0.6389","1","3","153.33","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 08pm","443","5","0:55:08","0:00:07","0:00:55","0.0248","0.8614","1","4","110.75","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 09pm","235","3","0:34:41","0:00:09","0:00:00","0.0000","0.5875","1","1","235.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-17 10pm","3","0","0:02:47","0:00:56","0:00:00","0.0000","0.0467","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 08am","225","6","1:01:10","0:00:16","0:01:01","0.0533","1.0000","1","4","56.25","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 09am","772","4","2:56:26","0:00:14","0:04:30","0.0699","3.0022","1","6","128.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 10am","917","11","3:27:28","0:00:14","0:04:25","0.0589","3.5661","1","7","131.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 11am","914","16","3:51:08","0:00:15","0:05:06","0.0678","3.8083","1","7","130.57","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 12pm","592","10","2:22:10","0:00:14","0:05:50","0.1182","2.3022","1","5","118.40","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 01pm","1265","6","2:20:37","0:00:07","0:02:05","0.0198","2.4597","1","7","180.71","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 02pm","1709","6","4:10:39","0:00:09","0:05:26","0.0386","4.2725","1","9","189.89","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 03pm","1121","11","4:19:34","0:00:14","0:09:31","0.1026","4.3594","1","7","160.14","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 04pm","1227","9","4:20:43","0:00:13","0:05:51","0.0570","4.4308","1","8","153.38","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 05pm","702","5","2:11:07","0:00:11","0:06:50","0.1168","2.1450","1","4","175.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 06pm","82","1","0:16:05","0:00:12","0:01:40","0.2439","0.2733","1","1","82.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 07pm","155","2","0:39:34","0:00:15","0:03:30","0.2710","0.6458","1","2","77.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 08pm","147","3","0:34:00","0:00:14","0:03:31","0.2857","0.5717","1","2","73.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-18 09pm","90","1","0:22:36","0:00:15","0:01:45","0.2333","0.3750","1","2","45.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 07am","2","0","0:05:09","0:02:35","0:00:00","0.0000","0.0861","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 08am","435","4","1:07:26","0:00:09","0:04:09","0.1149","1.0875","1","3","145.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 09am","1016","11","3:45:55","0:00:13","0:04:16","0.0502","3.6689","1","7","145.14","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 10am","1054","10","4:01:23","0:00:14","0:03:00","0.0342","4.0989","1","8","131.75","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 11am","1003","19","4:56:22","0:00:18","0:02:10","0.0259","5.0150","1","10","100.30","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 12pm","622","5","2:26:16","0:00:14","0:05:24","0.1045","2.4189","1","5","124.40","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 01pm","966","10","3:03:54","0:00:11","0:02:20","0.0300","2.9517","1","7","138.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 02pm","968","4","2:59:14","0:00:11","0:03:40","0.0455","2.9578","1","7","138.29","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 03pm","1107","7","3:36:58","0:00:12","0:04:37","0.0506","3.6900","1","7","158.14","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 04pm","1322","9","4:16:14","0:00:12","0:05:26","0.0499","4.4067","1","8","165.25","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 05pm","775","3","2:18:15","0:00:11","0:02:05","0.0323","2.3681","1","6","129.17","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 06pm","129","4","0:28:51","0:00:13","0:02:05","0.1938","0.4658","1","2","64.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 07pm","171","10","0:58:43","0:00:21","0:02:50","0.1988","0.9975","1","3","57.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 08pm","10","0","0:05:24","0:00:32","0:00:05","0.1000","0.0889","1","1","10.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 09pm","6","1","0:05:35","0:00:56","0:00:00","0.0000","0.0933","1","1","6.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-19 10pm","10","0","0:05:30","0:00:33","0:00:00","0.0000","0.0917","1","1","10.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 07am","4","0","0:02:19","0:00:35","0:00:00","0.0000","0.0389","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 08am","379","1","0:37:37","0:00:06","0:00:25","0.0132","0.6317","1","4","94.75","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 09am","1091","12","4:38:35","0:00:15","0:05:54","0.0651","4.5458","1","8","136.38","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 10am","1129","15","5:03:08","0:00:16","0:06:21","0.0673","5.0178","1","9","125.44","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 11am","1347","13","4:25:52","0:00:12","0:03:54","0.0349","4.4900","1","9","149.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 12pm","813","10","3:02:28","0:00:13","0:06:11","0.0886","2.9358","1","6","135.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 01pm","1028","12","4:00:44","0:00:14","0:02:56","0.0340","3.9978","1","8","128.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 02pm","1216","9","3:47:12","0:00:11","0:04:47","0.0477","3.7156","1","8","152.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 03pm","976","11","3:04:11","0:00:11","0:03:50","0.0471","2.9822","1","7","139.43","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 04pm","954","8","3:01:59","0:00:11","0:03:13","0.0409","2.9150","1","7","136.29","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 05pm","597","6","1:46:07","0:00:11","0:02:28","0.0519","1.8242","1","5","119.40","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 06pm","98","1","0:26:02","0:00:16","0:00:15","0.0306","0.4356","1","3","32.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 07pm","38","5","0:25:40","0:00:41","0:00:10","0.0526","0.4328","1","3","12.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 08pm","16","5","0:19:55","0:01:15","0:00:00","0.0000","0.3333","1","1","16.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 09pm","6","3","0:07:04","0:01:11","0:00:00","0.0000","0.1183","1","1","6.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-20 10pm","7","2","0:06:58","0:01:00","0:00:00","0.0000","0.1167","1","1","7.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 08am","1","1","0:01:01","0:01:01","0:00:00","0.0000","0.0169","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 09am","5","0","0:00:55","0:00:11","0:00:00","0.0000","0.0153","1","1","5.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 10am","8","0","0:00:57","0:00:07","0:00:05","0.1250","0.0156","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 12pm","2","2","0:01:55","0:00:58","0:00:00","0.0000","0.0322","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 01pm","6","4","0:10:26","0:01:44","0:00:00","0.0000","0.1733","1","1","6.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 02pm","8","2","0:07:33","0:00:57","0:00:00","0.0000","0.1267","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 03pm","2","2","0:04:26","0:02:13","0:00:00","0.0000","0.0739","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 05pm","9","0","0:01:22","0:00:09","0:00:00","0.0000","0.0225","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 06pm","2","0","0:01:20","0:00:40","0:00:00","0.0000","0.0222","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 07pm","8","4","0:06:51","0:00:51","0:00:00","0.0000","0.1133","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 08pm","27","6","0:20:14","0:00:45","0:00:00","0.0000","0.3375","1","1","27.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 09pm","14","5","0:08:51","0:00:38","0:00:00","0.0000","0.1478","1","1","14.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-21 10pm","1","0","0:00:08","0:00:08","0:00:00","0.0000","0.0022","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 09am","1","0","0:00:55","0:00:55","0:00:00","0.0000","0.0153","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 10am","1","0","0:01:22","0:01:22","0:00:00","0.0000","0.0228","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 11am","2","0","0:01:11","0:00:36","0:00:00","0.0000","0.0200","1","1","2.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 12pm","3","3","0:04:09","0:01:23","0:00:00","0.0000","0.0692","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 01pm","8","3","0:08:42","0:01:05","0:00:00","0.0000","0.1444","1","1","8.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 02pm","5","2","0:07:54","0:01:35","0:00:00","0.0000","0.1319","1","1","5.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 03pm","9","1","0:07:37","0:00:51","0:00:00","0.0000","0.1275","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 04pm","1","1","0:01:28","0:01:28","0:00:00","0.0000","0.0244","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 05pm","1","0","0:00:31","0:00:31","0:00:00","0.0000","0.0086","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 06pm","7","3","0:15:15","0:02:11","0:00:00","0.0000","0.2547","1","1","7.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 07pm","10","6","0:14:17","0:01:26","0:00:00","0.0000","0.2389","1","1","10.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 08pm","30","6","0:29:42","0:00:59","0:00:00","0.0000","0.4917","1","1","30.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 09pm","9","1","0:03:42","0:00:25","0:00:00","0.0000","0.0625","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-22 10pm","5","1","0:05:16","0:01:03","0:00:00","0.0000","0.0875","1","1","5.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 08am","335","1","0:44:58","0:00:08","0:00:40","0.0239","0.7444","1","4","83.75","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 09am","1131","10","4:34:11","0:00:15","0:04:38","0.0513","4.7125","1","9","125.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 10am","1148","11","4:42:36","0:00:15","0:02:12","0.0235","4.7833","1","10","114.80","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 11am","1316","12","4:40:54","0:00:13","0:01:11","0.0114","4.7522","1","11","119.64","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 12pm","586","4","1:42:28","0:00:10","0:01:15","0.0256","1.6278","1","5","117.20","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 01pm","941","14","3:53:14","0:00:15","0:02:22","0.0244","3.9208","1","9","104.56","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 02pm","1186","5","3:23:26","0:00:10","0:01:19","0.0126","3.2944","1","9","131.78","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 03pm","1158","8","3:58:33","0:00:12","0:04:08","0.0432","3.8600","1","8","144.75","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 04pm","1390","12","4:41:10","0:00:12","0:04:03","0.0353","4.6333","1","9","154.44","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 05pm","982","7","2:18:58","0:00:08","0:03:31","0.0438","2.1822","1","6","163.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 06pm","137","0","0:12:28","0:00:05","0:01:10","0.1022","0.1903","1","2","68.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 07pm","6","0","0:05:51","0:00:59","0:00:00","0.0000","0.0983","1","1","6.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 09pm","1","0","0:00:00","0:00:00","0:00:00","0.0000","0.0000","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-23 10pm","3","0","0:04:08","0:01:23","0:00:00","0.0000","0.0692","1","1","3.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 08am","346","5","1:29:29","0:00:16","0:02:40","0.0925","1.5378","1","4","86.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 09am","1053","17","4:20:44","0:00:15","0:04:32","0.0522","4.3875","1","8","131.62","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 10am","1436","19","3:40:08","0:00:09","0:02:45","0.0230","3.5900","1","8","179.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 11am","1635","29","4:31:09","0:00:10","0:03:07","0.0232","4.5417","1","10","163.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 12pm","1022","17","2:58:08","0:00:10","0:05:24","0.0646","2.8389","1","6","170.33","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 01pm","1336","21","3:47:48","0:00:10","0:03:49","0.0344","3.7111","1","8","167.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 02pm","1446","6","3:44:14","0:00:09","0:02:30","0.0207","3.6150","1","8","180.75","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 03pm","1216","10","3:05:10","0:00:09","0:02:03","0.0206","3.0400","1","8","152.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 04pm","1333","5","3:23:09","0:00:09","0:02:22","0.0218","3.3325","1","8","166.62","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 05pm","680","7","2:40:15","0:00:14","0:04:57","0.0882","2.6444","1","5","136.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 06pm","73","0","0:06:46","0:00:06","0:00:20","0.0548","0.1217","1","2","36.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 07pm","143","5","0:30:40","0:00:13","0:01:50","0.1538","0.5164","1","2","71.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-24 08pm","138","4","0:46:01","0:00:20","0:01:41","0.1522","0.7667","1","2","69.00","$0.00","$0.00","$0.00","$0.00","$0.00"
